Site,Col_Company,Col_Recruit,Col_detail,Col_url
Saramin,에이스휴먼파워(주),[여의도/일7H/최대288만] 한국평가데이터 데이터 분석 담당 채용,"서울영등포구, 경력, 초대졸↑, 계약직, 268 만원",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54488207&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,메이저월드(주),[메이저월드(주)] 매입 데이터 분석 및 업무자동화 담당자,"경기화성시, 경력무관, 학력무관, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54554825&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,쿠팡풀필먼트서비스(유),[쿠팡CFS] Business Analyst(데이터 분석가) 경력직 채용,"서울송파구, 경력, 학력무관, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54377000&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,부산대학교 한의과학연구소,부산대학교 한의과학연구소 임상연구 및 보건의료 데이터 분석 채용 공고,"경남양산시, 경력무관, 석사↑, 계약직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54554807&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,(주)에스디테크,"AI 데이터 분석 및 IT인력, 전략기획(부) 사무직 모집","전남광주순천시, 경력무관, 학력무관, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54532219&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,쿠팡(주),[쿠팡] 셀렉션 데이터 분석 및 기획 (경력 3년 이상),"서울송파구, 경력 3~6년, 대졸↑, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54519503&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,주식회사 제이컴인터내셔널,"MD(브랜드운영·이커머스) 경력무관 채용, 데이터 분석·AI 활용","대구수성구, 경력3년↑, 대졸↑, 정규직·계약직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54595867&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,(주)기어세컨드,데이터 분석가,"서울성동구, 경력무관, 학력무관, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54426388&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,(주)심네트,"국방분야 전문 분석관 모집(IT, 데이터 분석)","서울용산구, 신입, 대졸↑, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54384126&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,(주)오픈메이트,[오픈메이트] 데이터 분석 및 모델 개발 신입(인턴),"서울중구, 신입, 초대졸↑, 정규직·인턴직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54324540&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,쿠팡(주),[쿠팡] CS 데이터 분석 담당자,"서울송파구, 경력2년↑, 대졸↑, 정규직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54348752&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
Saramin,서울대학교병원,"연구과제참여 - AI기반 의료 데이터(Image, EMR) 분석 채용","서울종로구, 신입·경력, 대졸↑, 계약직",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=54570334&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&searchType=search&paid_fl=n&search_uuid=4c567513-9751-4cab-afb0-b04d9c055138
